-0.037097964	-0.00078594335	0.021923596	-0.020691892	0.02349369	-0.004842874	-0.046046272	-0.026618857	-0.015395237	0.008981681	-0.007445429	-0.0013857748	-0.022227664	-0.031399406	-0.004883186	0.018900165
0.06474121	-0.0026294717	0.02939818	-0.009440427	0.03204612	-0.052479643	0.0055624237	-0.07630199	-0.024325933	-0.040441163	-0.0323351	0.012589005	-0.01559283	-0.01802796	0.03969438	0.008521267
0.021918949	-0.06881747	0.012220287	0.052974682	0.005168282	-0.08917261	0.011206595	-0.0004486545	-0.045498684	0.051266965	-0.011488934	-0.0832035	-0.049778085	-0.010214186	-0.02600959	0.008931085
-0.047320608	-0.028150963	0.018526964	0.016286407	-0.03113122	-0.046317462	0.0023704492	-0.073172815	-0.011993317	-0.004998729	0.022309545	-0.033354677	0.056410223	-0.0056018634	-0.04255686	-0.002825012
0.015427068	-0.013102995	-0.019921534	-0.010227046	0.015026615	-0.018261233	-0.07153567	-0.06650267	-0.008638047	-0.0104224915	0.04728635	-0.035767995	0.03324257	-0.08531587	-0.028876022	0.042713463
0.030607257	0.03993541	0.017079951	0.0020680004	0.04355442	0.025747256	-0.04275708	-0.028375806	0.03970249	-0.014617137	-0.04942957	-0.005804376	0.02229761	-0.09193036	0.018225314	-0.053666595
0.0034201844	-0.005204728	-0.02294394	-0.041045394	0.016926356	-0.0834369	-0.041853376	-0.03988302	-0.01396943	-0.10506074	0.09307416	-0.064956814	-0.053827878	-0.056023434	-0.06292835	0.042818792
-0.048684873	-0.00752353	-0.017962487	-0.02432369	0.046914335	-0.031483624	0.03932517	-0.08834086	0.053050254	-0.036334254	-0.050279923	0.03816455	0.045378108	0.026423883	-0.06622361	0.030251699
-0.038763825	-0.045473035	0.08229368	0.044006202	-0.0075665927	-0.0033464623	0.014268573	-0.07989536	0.065695725	-0.04991193	0.003090002	0.0855505	-0.061076116	-0.040304102	0.008604094	0.033508737
-0.039231766	-0.03062052	0.020007463	-0.055726442	-0.0019678837	-0.13475093	0.026942765	0.05023889	-0.026124246	-0.052975748	-0.0032263785	-0.09170859	-0.0077025644	-0.004210499	-0.03273752	-0.012466729
-0.03713025	0.00504938	0.011360482	0.036087885	0.002356313	-0.06262692	-0.10016173	-0.011937231	-0.0028987548	0.025148958	-0.05939153	-0.0069962107	0.02397541	0.0027949007	0.02257593	0.022606503
-0.051135693	0.05693831	-0.05392514	0.016473917	0.01659936	-0.0476866	-0.011346423	-0.19750477	0.024888061	0.032294136	0.039946415	0.042527508	-0.026854292	-0.033063505	0.02029987	0.080837324
-0.028349798	-0.01629175	0.029625459	0.012001786	0.04783904	-0.0062693874	0.061278094	0.003507373	-0.078950554	0.060628284	-0.0077426853	0.03170959	-0.03816056	-0.10771185	-0.05585604	-0.05241406
0.06243278	0.066304676	0.018160779	0.015747823	-0.012337298	0.026670193	-0.00117288	-0.061496146	-0.019431025	0.15401958	0.043095753	0.047597516	0.008426948	0.06831566	-0.0819756	0.18709712
-0.07190234	-0.020226387	-0.0365198	-0.038900137	0.031779606	-0.058185294	-0.004603875	-0.089887194	0.0470328	0.02609979	-0.06923293	-0.058351487	-0.076730035	0.1137709	0.014551444	-0.060120467
